geonameid;name;latitude;longitude;countrycode;population;timezone;admin1code;alternatenames;continentcode
734150;Stavroúpoli;40.66944;22.93806;GR;46008;Europe/Athens;ESYE12;['Stavroupoli', 'Stavroupolis', 'Stavroúpoli', 'Stavroúpolis', 'Σταυρούπολη'];EU
734301;Sykiés;40.64944;22.95083;GR;44955;Europe/Athens;ESYE12;['Sikeai', 'Sikéai', 'Sykeai', 'Sykies', 'Sykies Thessalonikis', 'Sykies  Thessaloniki', 'Sykiés', 'Sykéai', 'Συκιές', 'Συκιές Θεσσαλονίκης'];EU
734330;Sérres;41.08499;23.54757;GR;58287;Europe/Athens;ESYE12;['Ser', 'Seres', 'Serez', 'Serra', 'Serrae', 'Serrai', 'Serre', 'Serres', 'Serrès', 'Sjar', 'Szeresz', 'Széresz', 'Sérrai', 'Sérres', 'Sѣru', 'sai lei', 'seleseu', 'seres', 'seresu', 'Σέρρα', 'Σέρραι', 'Σέρρες', 'Сер', 'Серре', 'Серрес', 'Сяр', 'Сѣръ', 'סֶרֶס', 'セレス', '塞雷', '세레스'];EU
734426;Ptolemaḯda;40.51472;21.67861;GR;30045;Europe/Athens;ESYE13;['Kailar', 'Kailaria', 'Kajlar', 'Kajlari', 'Kajljari', 'Kayilar', 'Kayılar', 'Kaïlária', 'Ptolemaida', 'Ptolemaidha', 'Ptolemais', 'Ptolemak', 'Ptolemaída', 'Ptolemaḯda', 'Ptolemaḯs', 'Ptolemeda', 'Πτολεμαΐδα', 'Кайляри', 'Кајлар', 'Кајлари', 'Птолемаида', 'Птолемеда'];EU
734538;Políchni;40.66671;22.94881;GR;56685;Europe/Athens;ESYE12;['Polichni', 'Polikhni', 'Políkhni', 'Πολίχνη', 'Полихни'];EU
734643;Pylaía;40.59918;22.98613;GR;34625;Europe/Athens;ESYE12;['Kapoutsidhes', 'Kapoutsídhes', 'Pilaia', 'Pilaía', 'Pilea', 'Pylaia', 'Pylaía', 'Strefa', 'Stréfa', 'Πυλαία', 'Пилеа'];EU
734712;Peraía;40.49874;22.92617;GR;18326;Europe/Athens;ESYE12;['Peraia', 'Peraía', 'Περαία'];EU
734771;Panórama;40.58779;23.0315;GR;17444;Europe/Athens;ESYE12;['Arsakli', 'Arsaklí', 'Panorama', 'Panórama', 'Πανόραμα'];EU
734880;Orestiáda;41.50306;26.52972;GR;16221;Europe/Athens;ESYE11;['Nea Orestias', 'Néa Orestiás', 'Orestiada', 'Orestias', 'Orestiáda', 'Orestiás', 'Ορεστιάδα', 'Ορεστιάς'];EU
734883;Oraiókastro;40.73083;22.91722;GR;20852;Europe/Athens;ESYE12;['Dautbal', 'Dautbali', 'Daütbalí', 'Oraiokastro', 'Oraiokastron', 'Oraiókastro', 'Oraiókastron', 'Oreorastron', 'Ωραιόκαστρο', 'Ωραιόκαστρον', 'Даутбал'];EU
735030;Náousa;40.62944;22.06806;GR;19887;Europe/Athens;ESYE12;['Naousa', 'Náousa', 'Νάουσα'];EU
735215;Meneméni;40.65829;22.89712;GR;15706;Europe/Athens;ESYE12;['Menemen', 'Menemeni', 'Nea Mainemeni', 'Nea Menemeni', 'Μενεμένη', 'Νέα Μαινεμένη', 'Менемен'];EU
735563;Kozáni;40.30069;21.78896;GR;36481;Europe/Athens;ESYE13;['KZI', 'Kozane', 'Kozani', 'Kozhani', 'Kozáni', 'Κοζάνη', 'Кожани', 'Козани'];EU
735640;Komotiní;41.11917;25.40535;GR;45631;Europe/Athens;ESYE11;['Gjumjurdzhina', 'Guemuelcine', 'Gumulcine', 'Gumuljina', 'Gumuljína', 'Gümülcine', 'Komotene', 'Komotina', 'Komotinai', 'Komotine', 'Komotini', 'Komotiní', 'Komotinē', 'Komotinė', 'Komotēnē', 'Koumoutzina', 'Nkioumoultzina', 'ke mo di ni', 'kmwtyny', 'komotini', 'kwmwtyny', 'qwomwotiyniy', 'Γκιουμουλτζίνα', 'Κομοτηνά', 'Κομοτηνή', 'Κομοτηναί', 'Κουμουτζηνά', 'Гюмюрджина', 'Комотини', 'Комотіні', 'קוֹמוֹטִינִי', 'كوموتيني', 'کموتینی', 'コモティニ', '科莫蒂尼', '코모티니'];EU
735736;Kilkís;40.99302;22.87433;GR;22914;Europe/Athens;ESYE12;['Kilkis', 'Kilkís', 'Kukus', 'Kukush', 'Kukuš', 'Prefectura Kilkis', 'Κιλκίς', 'Кукуш'];EU
735861;Kavála;40.93959;24.40687;GR;54027;Europe/Athens;ESYE11;['Cavala', 'Cavalla', 'KVA', 'Kaballa', 'Kavala', 'Kavalla', 'Kavála', 'Kaválla', 'Kawala', 'Neapolis', 'ka wa la', 'kavuara', 'qwlt', 'Καβάλα', 'Кава̀ла', 'Кавала', 'قولة', 'カヴァラ', '卡瓦拉'];EU
735914;Kateríni;40.26956;22.50608;GR;53293;Europe/Athens;ESYE12;['Aikaterini', 'Aikateríni', 'Katerina', 'Katerini', 'Kateríni', 'Κατερίνη', 'Катерина', 'Катерини'];EU
736083;Kalamariá;40.5825;22.95028;GR;91518;Europe/Athens;ESYE12;['Kalamaria', 'Kalamarija', 'Kalamariá', 'Kalamarya', 'Καλαμαριά', 'Каламария'];EU
736229;Flórina;40.78197;21.40981;GR;17686;Europe/Athens;ESYE13;['Florina', 'Follorina', 'Lerin', 'Plorina', 'lerin', 'Φλώρινα', 'Лерин'];EU
736291;Évosmos;40.67056;22.90833;GR;74686;Europe/Athens;ESYE12;"[""Charman'kioi"", 'Evosmo', 'Evosmon', 'Evosmos', 'Harmankioi', 'Harmankoej', 'Harmanköj', 'Nea Coclutsa', 'Neos Koukloutzas', 'Taousan Lofos', 'Taousán Lófos', 'Évosmo', 'Évosmon', 'Εύοσμος', 'Νέος Κουκλουτζάς', 'Χαρμάνκιοϊ']";EU
736336;Elefthério - Kordelió;40.66391;22.89693;GR;27067;Europe/Athens;ESYE12;['Eleftheria', 'Eleftherio', 'Eleftherio - Kordelio', 'Eleftherio-Kordelio', 'Eleftherion', 'Elefthério', 'Elefthério - Kordelió', 'Elefthérion', 'Elevtherion', 'Elevthérion', 'Kharmankioi', 'Kharmánkioï', 'Ελευθέρια', 'Ελευθέριο - Κορδελιό'];EU
736357;Édessa;40.8026;22.04751;GR;18669;Europe/Athens;ESYE12;['Edessa', 'Edhessa', 'Voden', 'Vodena', 'Vodená', 'Édessa', 'Édhessa', 'Έδεσσα', 'Воден'];EU
736364;Dráma;41.15283;24.1473;GR;44823;Europe/Athens;ESYE11;['Dhrama', 'Dhráma', 'Drama', 'Dráma', 'dhrama', 'drama', 'drmh', 'Δράμα', 'Драма', 'דרמה', 'ذراما'];EU
736928;Alexandroupoli;40.84995;25.87644;GR;52979;Europe/Athens;ESYE11;['AXD', 'Alejandropolis', 'Alejandrópolis', 'Aleksandrupolis', 'Alessandropoli', 'Alexandhroupolis', 'Alexandhroúpolis', 'Alexandropolis', 'Alexandroupoli', 'Alexandroupolis', 'Alexandroúpoli', 'Alexandroúpolis', 'Dedeagac', 'Dedeagach', 'Dedeagatch', 'Dedeağaç', 'Dedéagach', 'alyksandrwbwly', 'Αλεξανδρούπολη', 'Αλεξανδρούπολις', 'Александруполис', 'Дедеагач', 'أليكساندروبولي'];EU
2463679;Corfu;39.62441;19.92016;GR;27003;Europe/Athens;ESYE22;['CFU', 'Corcyra', 'Corfou', 'Corfu', 'Corfù', 'Corfú', 'Kerkira', 'Kerkyra', 'Korfu', 'Krf', 'Kérkyra', 'ke ji la shi', 'keleukila', 'kerukira', 'qwrpw', 'shhr kwrfw', 'Κέρκυρα', 'Керкира', 'Керкіра', 'Корфу', 'Крф', 'קורפו', 'شهر کورفو', 'ケルキラ', '克基拉市', '케르키라'];EU
6324534;Vrilissia;38.03381;23.82962;GR;30741;Europe/Athens;ESYE31;['Vrilissia', 'Βριλήσσια'];EU
8201845;Gérakas;38.02277;23.8576;GR;29939;Europe/Athens;ESYE31;['Gerakas', 'Gérakas', 'Γέρακας'];EU
8310138;Ilioúpoli;37.93149;23.76779;GR;78153;Europe/Athens;ESYE31;['Ilioupoli', 'Ilioúpoli', 'Ηλιούπολη'];EU
8310183;Korydallós;37.98468;23.64711;GR;63445;Europe/Athens;ESYE31;['Korydallos', 'Korydallós', 'Κορυδαλλός'];EU
8358544;Zográfos;37.97574;23.76911;GR;71026;Europe/Athens;ESYE31;['Zografos', 'Zografou', 'Zográfos', 'Ζωγράφος', 'Ζωγράφου'];EU
8358562;Péfki;38.06019;23.79264;GR;21352;Europe/Athens;ESYE31;['Pefki', 'Pevki', 'Péfki', 'Pévki', 'Πεύκη'];EU
8358563;Ágioi Anárgyroi;38.03013;23.72379;GR;34168;Europe/Athens;ESYE31;['Agioi Anargyroi', 'Ágioi Anárgyroi', 'Άγιοι Ανάργυροι'];EU
8478257;Agios Ioannis Rentis;37.96491;23.66511;GR;16050;Europe/Athens;ESYE31;['Agios Ioannis Rentis', 'Rentis', 'Άγιος Ιωάννης Ρέντης', 'Ρέντης'];EU
9034728;Néa Ionía;39.37904;22.92752;GR;32661;Europe/Athens;ESYE14;['Nea Ionia', 'Nea Jonija', 'Nea-Ionija', 'Néa Ionía', 'Νέα Ιωνία', 'Неа Йония', 'Неа-Іонія'];EU
11747175;Neapoli;40.6532;22.94156;GR;27084;Europe/Athens;ESYE12;['Neapoli', 'Neapoli Thessalonikis', 'Neapoli  Thessaloniki', 'Νεάπολη', 'Νεάπολη Θεσσαλονίκης'];EU
3186781;Zaprešić;45.85639;15.80778;HR;18768;Europe/Zagreb;20;['Zapreshic', 'Zapreshich', 'Zapresic', 'Zapresicius', 'Zaprešić', 'Zaprešičius', 'japeulesichi', 'zabrshytsh', 'zaprshych', 'zapryshych', 'zapureshichi', 'zha pu lei xi qi', 'Запрешич', 'Запрешић', 'زابرشيتش', 'زاپرشیچ', 'زاپریشیچ', 'زاپرێشیچ', 'ザプレシチ', '扎普雷希奇', '자프레시치'];EU
3186886;Zagreb;45.81444;15.97798;HR;663592;Europe/Zagreb;21;['Agram', 'Andautonia', 'Lungsod ng Zagreb', 'Sagrab', 'Sagreb', 'Sagwzlwgbouh', 'Sakreb', 'Ságrab', 'ZAG', 'Zabrag', 'Zabreg', 'Zagabbria', 'Zagabria', 'Zagavria', 'Zagrab', 'Zagrabia', 'Zagreb', 'Zagreba', 'Zagrebas', 'Zagrebi', 'Zagrebo', 'Zagrebs', 'Zagrep', 'Zagrev', 'Zagrzeb', 'Zagrèb', 'Zagréb', 'Zagrėbs', 'Zagàbria', 'Zahreb', 'Zankremp', 'Zaqreb', 'Zágráb', 'Záhreb', 'Záhřeb', 'cakirep', 'jagareba', 'jageulebeu', 'jagriba', 'jhagreba', 'sa ge lei bu', 'sa kerb', 'sagreb', 'zagaraba', 'zaghrb', 'zagrb', 'zagrebi', 'zagurebu', 'zajryb', 'zghrb', 'Żagreb', 'Ζάγκρεμπ', 'Заграб', 'Загреб', 'Զագրեբ', 'זאגרב', 'זאגרעב', 'زاجريب', 'زاغرب', 'زاگرب', 'زاگرێب', 'زغرب', 'जग्रिब', 'झाग्रेब', 'জাগরেব', 'ਜ਼ਾਗਰਬ', 'சாகிரேப்', 'സാഗ്രെബ്', 'ซาเกร็บ', 'ཛག་རེབ།', 'ზაგრები', 'ዛግሬብ', 'ザグレブ', '萨格勒布', '薩格勒布', 'Ꙁагрєбъ', '자그레브'];EU
3186952;Zadar;44.11578;15.22514;HR;67309;Europe/Zagreb;19;['Chadra', 'Iadera', 'Jadera', 'ZAD', 'Zadar', 'Zadara', 'Zadaras', 'Zantar', 'Zara', 'jadaleu', 'zadar', 'zadari', 'zadaru', 'zdar', 'zha da er', 'zʼdʼr', 'Ζαντάρ', 'Задар', 'זאדאר', 'زادار', 'زدار', 'ზადარი', 'ዛዳር', 'ザダル', '扎達爾', '자다르'];EU
3187047;Vukovar;45.35161;19.00225;HR;22255;Europe/Zagreb;18;['Cornacum', 'Neo-Vukovar', 'Novi Vukovar', 'Ovukovar', 'Stari Vukovar', 'Ujvukovar', 'Valko', 'Valkovar', 'Valkó', 'Valkóvár', 'Vetus-Vukovar', 'Vukavar', 'Vukovar', 'Vukovaras', 'Vukovari', 'Vukovár', 'Wukowar', 'bukobaleu', 'fwkwfar', 'vukovuaru', 'wu ke wa er', 'wwkwar', 'wwqwbr', 'Óvukovár', 'Újvukovár', 'Вукавар', 'Вуковар', 'ווקובר', 'فوكوفار', 'ووکوار', 'ڤوکۆڤار', 'ヴコヴァル', '武科瓦尔', '부코바르'];EU
3187719;Vinkovci;45.28833;18.80472;HR;28111;Europe/Zagreb;18;['Cibalae', 'Vinkovcai', 'Vinkovce', 'Vinkovci', 'Vinkovcy', 'Vinkovcze', 'Winkowitz', 'Winkowzi', 'binkobeuchi', 'vuinkovutsui', 'wen ke fu qi', 'wynkwtsy', 'Винковци', 'Винковцы', 'Вінковці', 'وینکوتسی', 'ڤینکۆڤتسی', 'ヴィンコヴツィ', '溫科夫齊', '빈코브치'];EU
3188244;Velika Gorica;45.7125;16.07556;HR;30036;Europe/Zagreb;20;['Nagygorica', 'Nagygoricza', 'Velika Gorica', 'Velika Goricja', 'Velika-Gorica', 'da ge li cha', 'wlyka grytsa', 'Велика Горица', 'Велика Гориця', 'Велика-Горица', 'ولیکا گریتسا', 'ڤێلیکا گۆریتسا', 'ヴェリカ・ゴリツァ', '大戈里察'];EU
3188383;Varaždin;46.30444;16.33778;HR;36187;Europe/Zagreb;16;"['Aqua Viva', 'Varasd', 'Varasdin', 'Varasdino', 'Varasdinum', 'Varazdin', 'Varazdinas', 'Varazhdin', 'Varazhdzin', 'Varazntin', 'Varaždin', 'Varaždinas', 'Waraschdin', 'Warasdin', 'balajudin', 'farajdyn', 'varazhdini', 'varazhdyn', 'vuarajudin', 'wa la ri ding', 'warazhdn', 'warazhdyn', ""wʼrʼz'dyn"", 'Βαράζντιν', 'Вараждзін', 'Вараждин', 'Վարաժդին', ""ואראז'דין"", 'فاراجدين', 'واراژدن', 'واراژدین', 'ڤاراژدین', 'ვარაჟდინი', 'ヴァラジュディン', '瓦拉日丁', '바라주딘']";EU
3190261;Split;43.50891;16.43915;HR;149830;Europe/Zagreb;15;['SPU', 'Spalato', 'Spalatum', 'Split', 'Split / Dalmatien', 'Splita', 'Splitas', 'Spàlato', 'asplyt', 'sblyt', 'seupeulliteu', 'si pu li te', 'splita', 'splyt', 'supurito', 'Σπλιτ', 'Сплит', 'Спліт', 'Սպլիտ', 'ספליט', 'اسپلیت', 'سبليت', 'سپلٹ، کروشیا', 'स्प्लिट', 'სპლიტი', 'スプリト', '斯普利特', '스플리트'];EU
3190359;Solin;43.5432;16.49314;HR;20996;Europe/Zagreb;15;['Salona', 'Solin', 'Solinas', 'slyn  krwasy', 'sollin', 'sorin', 'suo lin', 'swlyn', 'Σαλώνα', 'Солин', 'Солін', 'سلین، کرواسی', 'سولین', 'سۆلین', 'ソリン', '索林', '솔린'];EU
3190586;Slavonski Brod;45.16028;18.01556;HR;45005;Europe/Zagreb;02;"['Brod', 'Bród', 'Marsonia', ""Slavons'kij Brod"", 'Slavonski Brod', 'Slavonski Brodas', 'Slavonski brod', 'Slavonski-Brod', 'Slawonisch Brod', 'aslawnsky brd', 'seullabonseukibeulodeu', 'si la wo ni ya bu luo de', 'sla wxn ski br xd', 'slafwnsky brwd', 'slbwnsqy brwd', 'Славонски Брод', 'Славонски брод', 'Славонски-Брод', 'Славонський Брод', 'סלבונסקי ברוד', 'اسلاونسکی برد', 'سلافونسكي برود', 'سلاڤۆنسکی برۆد', 'สลาวอนสกีบรอด', 'スラヴォンスキ・ブロド', '斯拉沃尼亞布羅德', '슬라본스키브로드']";EU
3190589;Požega;45.34028;17.68528;HR;16867;Europe/Zagreb;11;['Incerum', 'Poschega', 'Poschegg', 'Posega', 'Pozega', 'Pozhega', 'Pozsega', 'Pozsegavar', 'Pozsegavár', 'Požega', 'Slavonska Pozega', 'Slavonska Požega', 'bo re jia', 'bwzygha', 'pojega', 'pwzhhghh', 'pwzhyga  krwyysha', 'pzhga  krwasy', 'Пожега', 'بوزيغا', 'پوژهغه', 'پوژیگا، کرویئشا', 'پژگا، کرواسی', 'پۆژێگا', 'პოჟეგა', 'ポジェガ', '波熱加', '포제가'];EU
3190813;Sisak;45.46611;16.37833;HR;27859;Europe/Zagreb;14;['Segesta', 'Sisak', 'Sisakas', 'Siscia', 'Sisek', 'Sisseg', 'Sissek', 'Sziszek', 'shisaku', 'sisakeu', 'sysak', 'xi sa ke', 'Σίσακ', 'Сисак', 'Сісак', 'سيساك', 'سیساک', 'シサク', '錫薩克', '시사크'];EU
3190941;Šibenik;43.73429;15.8942;HR;31115;Europe/Zagreb;13;['Sebenico', 'Sebenicum', 'Shibenik', 'Shibeniku', 'Sibenik', 'Sibenikas', 'Szybenik', 'shibeniku', 'shybynyk', 'sibenikeu', 'sybnyk', 'sybnyq', 'xi bei ni ke', 'Şibenik', 'Šibenik', 'Šibenikas', 'Шибеник', 'שיבניק', 'سیبنیک', 'شيبينيك', 'شیبێنیک', 'シベニク', '希贝尼克', '시베니크'];EU
3190966;Sesvete;45.83111;16.11639;HR;55313;Europe/Zagreb;21;['Sesvete', 'Сесвете'];EU
3191316;Samobor;45.80306;15.71806;HR;16911;Europe/Zagreb;20;['Samobor', 'Szamobor', 'Самобор'];EU
3191648;Rijeka;45.32673;14.44241;HR;107964;Europe/Zagreb;12;['Estado libre de Fiume', 'Fiume', 'Fkumen', 'Flumen Sancti Viti', 'RJK', 'Reka', 'Rieka', 'Rijeka', 'Rijeko', 'Rěka', 'Sankt Veit am Flaum', 'Sankt Veit am Pflaum', 'Slobodna Drzava Rijeka', 'Slobodna Drzhava Rijeka', 'Slobodna Država Rijeka', 'Stato libero di Fiume', 'Vitipolis', 'rieka', 'Риека', 'Ријека', 'Слободна Држава Ријека', 'リエカ'];EU
3192224;Pula;44.86833;13.84806;HR;52220;Europe/Zagreb;04;['PUY', 'Pietas Iulia', 'Pluj', 'Pola', 'Poula', 'Poła', 'Pul', 'Pula', 'Pulj', 'bwla', 'pu la', 'pulla', 'pura', 'pwla', 'pwlh', 'Πούλα', 'Пула', 'Պուլա', 'פולא', 'פולה', 'بولا', 'پولا', 'პულა', 'プーラ', '普拉', '풀라'];EU
3193935;Osijek;45.55111;18.69389;HR;75535;Europe/Zagreb;10;['Colonia Aelia Mursa', 'Esseg', 'Essegg', 'Essek', 'Eszek', 'Eszék', 'Mursa', 'Mursia', 'OSI', 'Osek', 'Osiek', 'Osigiek', 'Osijek', 'Osijeka', 'Osijekas', 'Osik', 'oshieku', 'xo siyekh', 'Οσιγιέκ', 'Осиек', 'Осијек', 'โอซีเยค', 'オシエク'];EU
3197728;Koprivnica;46.16278;16.8275;HR;22262;Europe/Zagreb;06;['Caprontza', 'Copriunisa', 'Kapronca', 'Kaproncza', 'Kopreinitz', 'Koprivnic', 'Koprivnica', 'Koprivnicja', 'Koprivnicza', 'Kopriwnitza', 'ke pu li fu ni cha', 'kopeulibeunicha', 'kopurivunitsua', 'kprywnytsa', 'kwbryfnytsa', 'Копривница', 'Копривниця', 'Копрівніця', 'كوبريفنيتسا', 'کپریونیتسا', 'کۆپریڤنیتسا', 'კოპრივნიცა', 'コプリヴニツァ', '科普里夫尼察', '코프리브니차'];EU
3201047;Dubrovnik;42.64125;18.10909;HR;26922;Europe/Zagreb;03;['Communitas Ragusina', 'DBV', 'Dubrava', 'Dubrounik', 'Dubrovacka Republika', 'Dubrovačka Republika', 'Dubrovnik', 'Dubrovnikas', 'Dubrovniko', 'Dubrovnique', 'Dubrovník', 'Dubrownik', 'Dùbrōvnik', 'Laus', 'Pearl of the Adriatic', 'Ragusa', 'Repubblica di Ragusa', 'Republic of Ragusa', 'Respublica Ragusina', 'douburovuniku', 'du bu luo fu ni ke', 'dwbrwbnyq', 'la perla del Adriatico', 'la perla del Adriático', 'Дубровник', 'Дуброўнік', 'דוברובניק', 'ドゥブロヴニク', '杜布羅夫尼克'];EU
3202220;Đakovo;45.30833;18.41056;HR;16875;Europe/Zagreb;10;['Dakovo', 'Deakovar', 'Deakovár', 'Diaco', 'Diakovar', 'Diakovár', 'Djakovar', 'Djakovo', 'Djakovár', 'Djakowar', 'Dzakovas', 'Dzhakovo', 'Dzhjakovo', 'Džakovas', 'GJakovo', 'gqwbw', 'gu ke wo', 'jakobo', 'jakovuo', 'jakww', 'Ðakovo', 'Đakovo', 'Ђаково', 'Джаково', 'Джяково', 'גקובו', 'جاکوو', 'داکۆڤۆ', 'ジャコヴォ', '賈科沃', '자코보'];EU
3202888;Čakovec;46.38444;16.43389;HR;15078;Europe/Zagreb;09;['Aquama', 'Cakovec', 'Cakovecas', 'Chakavec', 'Chakovec', 'Csakathurn', 'Csaktornya', 'Csáktornya', 'Tschakathurn', 'cha ke wei ci', 'chakobecheu', 'chakovuetsu', 'chakwts', 'chakwwts', 'tshakwfytsh', 'Čakovec', 'Čakovecas', 'Чакавец', 'Чаковец', 'تشاكوفيتش', 'چاکوتس', 'چاکووتس', 'چاکۆڤێتس', 'ჩაკოვეცი', 'チャコヴェツ', '查科韋茨', '차코베츠'];EU
3203982;Bjelovar;45.89861;16.84889;HR;24392;Europe/Zagreb;01;"[""B'elovar"", 'Belavar', 'Bellovar', 'Bellovarium', 'Belovar', 'Belovár', 'Belowar', 'Bjelovar', 'Bjelovaras', 'Bélavár', 'bellobaleu', 'belovari', 'bie luo wa er', 'byerovuaru', 'bylwar', 'bylwfar', 'byylwwar', 'Беловар', 'Бьеловар', 'Бјеловар', 'Բելովար', 'ביילובאר', 'بيلوفار', 'بیئلووار', 'بیلوار', 'بیێلۆڤار', 'ბელოვარი', 'ビェロヴァル', '别洛瓦尔', '벨로바르']";EU
3345300;Karlovac;45.49167;15.55;HR;41869;Europe/Zagreb;05;['Carelostadium', 'Carlostadium', 'Carlstadt', 'Carolostadium', 'Dubovacz', 'Karlovac', 'Karlovacas', 'Karlovec', 'Karlovecz', 'Karlstadt', 'Karolyvaros', 'Károlyváros', 'Suburbium', 'ka er luo wa ci', 'kaleullobacheu', 'karlwats', 'karlwfatsh', 'karlwwats', 'karurovuatsu', 'Карловац', 'كارلوفاتش', 'کارلواتس', 'کارلوواتس', 'کارلۆڤاتس', 'კარლოვაცი', 'カルロヴァツ', '卡爾洛瓦茨', '카를로바츠'];EU
6618983;Centar;45.81313;15.97753;HR;37000;Europe/Zagreb;21;['Centar', 'Donji grad'];EU
714581;Törökszentmiklós;47.18333;20.41667;HU;22770;Europe/Budapest;20;['Toroksentmiklosh', 'Torokszenimiklos', 'Torokszentmiklos', 'Törökszenimiklós', 'Törökszentmiklós', 'Тороксентмиклош'];EU
714697;Tiszaújváros;47.93333;21.08333;HU;17295;Europe/Budapest;04;['Leninvaros', 'Leninváros', 'Tiszaszederken', 'Tiszaszederkeny', 'Tiszaszederkény', 'Tiszaujvaros', 'Tiszaújváros'];EU
715126;Szolnok;47.18333;20.2;HU;71285;Europe/Budapest;20;"[""Sol'nak"", ""Sol'nok"", 'Solnoca', 'Solnok', 'Solnokas', 'Szolnok', 'shwlnwk', 'slnwk', 'solnokeu', 'sorunoku', 'suo er nuo ke', 'swlnwq', 'Солнок', 'Сольнак', 'Сольнок', 'סולנוק', 'سلنوک', 'شولنوک', 'სოლნოკი', 'ソルノク', '索尔诺克', '솔노크']";EU
715429;Szeged;46.253;20.14824;HU;160766;Europe/Budapest;06;['Kiskundorozsma', 'QZD', 'Seged', 'Segedin', 'Seghedin', 'Szegedin', 'Szeghed', 'Tape', 'Tápé', 'skdyn', 'Сегед', 'سکدین'];EU
715466;Szarvas;46.86667;20.55;HU;18170;Europe/Budapest;03;['Hirschfeld', 'Sarvas', 'Sarvash', 'Sarvaš', 'Sarwasch', 'Szarvas', 'sarwash', 'Сарваш', 'صارواش'];EU
715839;Sátoraljaújhely;48.39492;21.65871;HU;18052;Europe/Budapest;04;"['Karolyfalva', 'Károlyfalva', 'Neustadt am Zeltberg', 'Nove Mesto Pod Siatrom', 'Nove Mesto pod Siatrom', 'Nové Mesto Pod Šiatrom', 'Nové Mesto pod Šiatrom', 'Rudabanyacska', 'Rudabányácska', 'Satoraijaujhely', 'Satoraljaujhelj', 'Satoraljaujhely', ""Shatoral'jaujkhej"", 'Shatoralaujkhel', 'Szephalom', 'Széphalom', 'Sátoraljaújhely', 'Ujhely', 'sha tuo lao er yao wu yi hai yi', 'shatwrayaywyhy', 'Újhely', 'Šatoraljaujhelj', 'ʼyhl', 'Шаторальяуйхей', 'Шатораљаујхељ', 'איהל', 'איהעל', 'שאטוראליאויהיי', 'شاتورایائویهی', '沙托勞爾堯烏伊海伊']";EU
716301;Püspökladány;47.31667;21.11667;HU;15990;Europe/Budapest;10;['Puspokladany', 'Püspökladány'];EU
716671;Ózd;48.21667;20.3;HU;38476;Europe/Budapest;04;['Bolyok', 'Center', 'Hodoscsepany', 'Hodoscsépány', 'Ozd', 'Sajovarkony', 'Sajóvárkony', 'Susa', 'Szentsimon', 'Uraj', 'azd', 'ou zi de', 'Ózd', 'Озд', 'אוזד', 'ازد', '歐茲德'];EU
716736;Orosháza;46.56667;20.66667;HU;31373;Europe/Budapest;03;['Oroshaza', 'Oroshazi', 'Oroshkhaza', 'Orosháza', 'Orosházi', 'Орошхаза'];EU
716935;Nyíregyháza;47.95539;21.71671;HU;117689;Europe/Budapest;18;"[""N'ired'gaza"", ""N'ired'khaza"", ""N'irehdz'khaza"", ""Nired'khaza"", 'Niredkhaza', 'Nireghaza', 'Njiredhaz', 'Njireghaza', 'Njiregkhaza', 'Njiređhaza', 'Nyirszollos', 'Nyirszolos', 'Nyredhaza', 'Nyírszőllős', 'Nyírszőlős', 'Níreďháza', 'ni lai ji ha zuo', 'nilejihajeo', 'niredhaza', 'nirejihaza', 'nyrghhaza', 'nyrghza', 'Њиређхаза', 'Њиреѓхаза', 'Ниредхаза', 'Ниредьхаза', 'Ньиредьхаза', 'Ньірэдзьхаза', 'Ньїредьгаза', 'נירגהאזה', 'נירעדהאז', 'نيرغهازا', 'نیرادہازا', 'نیرگهزا', 'ნირედჰაზა', 'ニーレジハーザ', '尼賴吉哈佐', '니레지하저']";EU
717582;Miskolc;48.10306;20.77806;HU;154521;Europe/Budapest;04;"['Bukkszentlaszlo', 'Bükkszentlászló', 'MCQ', ""Mishkol'c"", 'Mishkolc', 'Miskolc', 'Miskolca', 'Miskolcas', 'Miskolcz', 'Miskole', 'Miskovec', 'Miszkolc', 'Miškolc', 'Miškolca', 'Miškolcas', 'Miškovec', 'mi shen ke er ci', 'mishukorutsu', 'misyukolcheu', 'mskwls', 'myshkwlts', 'mysqwlz', 'Мишколц', 'Мишкольц', 'Мішкольц', 'מישקולץ', 'مسکولس', 'ميشكولتس', 'میشکولتس', 'მიშკოლცი', 'ミシュコルツ', '米什科尔茨', '미슈콜츠']";EU
717635;Mezőtúr;47.0;20.63333;HU;19168;Europe/Budapest;20;['Mezoetur', 'Mezotur', 'Mezötúr', 'Mezőtúr'];EU
717652;Mezőkövesd;47.81667;20.58333;HU;17701;Europe/Budapest;04;['Mezoekoevesd', 'Mezokovesd', 'Mezökövesd', 'Mezőkövesd'];EU
717771;Mátészalka;47.95528;22.32348;HU;18718;Europe/Budapest;18;['Mateszalka', 'Mátészalka', 'Salka'];EU
717902;Makó;46.21667;20.48333;HU;25135;Europe/Budapest;06;['Macau', 'Macău', 'Mako', 'Makov', 'Makovo', 'Makó', 'makw', 'mao ke', 'meoko', 'Мако', 'מאקו', 'מאקעווע', 'ماکو', '毛科', '머코'];EU
718739;Kisvárda;48.21667;22.08333;HU;18190;Europe/Budapest;18;['Kisvarda', 'Kisvárda', 'Kleinwardein'];EU
